Identifiant unique,date,like facebook,carte fidelite,age,enfants,achat,Sexe,Deja achete,Satisfaction,Revenus mensuels,Point de vente,_Point de vente
19cb142f-5061-4fdf-9a7b-e2775fc49ed7,06/01/2015,Oui,Non,24,0,Aucun,Femme,Aucun,,710,Montpellier,43.6103604 3.8764686
0f8c1570-0042-4fa3-9f65-0bfa46b6c161,12/02/2015,Non,Oui,69,0,B,Femme,Aucun,Satisfait,2422,Strasbourg,48.5817339 7.7491749
420306ba-3812-46bc-82d0-fdf9076a020f,17/01/2015,Non,Non,57,2,Aucun,Homme,Aucun,,3024,Nantes,47.2237972 -1.6324407
408e0320-d77d-44b0-99ee-97375b11d94b,03/02/2015,Non,Non,45,1,A,Femme,Aucun,Tres satisfait,5591,Nice,43.6999233 7.2820611
852bc738-301c-43d3-a7e1-64ec91376d11,11/01/2015,Non,Non,56,2,B,Homme,B,Tres satisfait,3709,Caen,49.1872438 -0.3670671
054f8c9b-5028-4ee4-a9cd-a3fb5f50fc23,26/02/2015,Oui,Oui,59,2,Aucun,Homme,Aucun,,2442,Brest,48.3921232 -4.482863
7d6f654d-37fd-42c1-a431-98952289cd9f,03/01/2015,Non,Non,54,2,Aucun,Homme,Aucun,,952,Paris,48.8711538 2.3030992
b7791bb1-b6f2-4371-a3a7-6de0fe10531b,06/02/2015,Non,Non,30,0,Aucun,Femme,Aucun,,2912,Lyon,45.7642761 4.8275658
3855b59e-ddd3-4c9f-bf35-ef2344e30004,21/01/2015,Non,Oui,57,2,Aucun,Femme,Aucun,,1949,Paris,48.8711538 2.3030992
9a90a9da-2243-4684-b549-6e306495de6a,18/02/2015,Non,Non,30,0,Aucun,Femme,Aucun,,,Marseilles,43.2928084 5.373598
42e03eda-168f-4930-b03c-2088e5388b0b,16/02/2015,Non,Non,24,0,Aucun,Femme,Aucun,,1520,Paris,48.8711538 2.3030992
413058ff-5da6-4005-a351-531e605a1de9,10/01/2015,Non,Non,36,2,Aucun,Femme,A,,1527,Montpellier,43.6103604 3.8764686
62b1523f-89a6-4d58-89c5-b71e89a5abe8,07/02/2015,Non,Non,64,1,B,Homme,B,Satisfait,2801,Paris,48.8711538 2.3030992
df784a43-9c08-4108-9f1c-b1da28a0fd27,16/02/2015,Non,Non,26,1,B,Femme,Aucun,Tres satisfait,3318,Paris,48.8711538 2.3030992
ce51da93-08e9-4160-a839-6d3868f51cc6,04/01/2015,Non,Non,30,2,Aucun,Homme,A,,3996,Nantes,47.2237972 -1.6324407
c9fc286b-8040-4ab8-b0f8-badb449335a4,29/01/2015,Non,Non,38,1,B,Femme,B,Insatisfait,3409,Paris,48.8711538 2.3030992
fd921ce6-35f7-40b4-a093-218a9b8f6998,13/02/2015,Non,Non,60,1,Aucun,Homme,A,,,Bordeaux,44.8538741 -0.5677843
364a5383-f948-41dc-91f9-82055dddba0c,27/01/2015,Non,Non,32,3,B,Femme,B,Tres satisfait,3098,Nice,43.6999233 7.2820611
9567bab1-992a-4710-8313-5fac2b6ebf2a,29/01/2015,Non,Non,44,0,Aucun,Homme,A,,3421,Brest,48.3921232 -4.482863
e9aeae42-cd0b-4861-b41b-b195d72d6809,08/02/2015,Non,Non,37,2,A,Femme,Aucun,Tres satisfait,5801,Bordeaux,44.8538741 -0.5677843
73d567bf-d7bd-4e24-b7c0-0240f0fb92c4,06/01/2015,Non,Non,29,2,B,Femme,Aucun,Tres satisfait,2578,Paris,48.8711538 2.3030992
39c9051d-b13c-4245-9937-d4d0665a578a,05/01/2015,Non,Non,36,1,B,Homme,Aucun,Satisfait,2033,Strasbourg,48.5817339 7.7491749
893d6be6-53cf-4efb-bdca-2168d5a7f476,26/02/2015,Non,Non,45,4,Aucun,Homme,Aucun,,2133,Lille,50.6338388 3.0616978
c196421c-f2ca-4796-9272-b7b17dbe1814,15/02/2015,Non,Oui,31,1,B,Homme,Aucun,Peu satisfait,3246,Caen,49.1872438 -0.3670671
bc602326-61aa-4030-8967-c1c3e8ed218a,14/01/2015,Non,Non,49,3,Aucun,Homme,Aucun,,1055,Bordeaux,44.8538741 -0.5677843
9bae9586-4a30-4e06-b17d-2b5a6f50c952,27/02/2015,Non,Non,33,2,B,Homme,B,Insatisfait,3909,Nice,43.6999233 7.2820611
9d00acf4-82b2-439c-b12c-58b4c85ef8cf,08/01/2015,Non,Non,61,4,B,Homme,B,Tres satisfait,2962,Montpellier,43.6103604 3.8764686
ce05f542-85e7-45fc-879f-234abac01105,05/01/2015,Oui,Non,36,0,Aucun,Homme,Aucun,,,Caen,49.1872438 -0.3670671
570322d9-625b-4efd-a156-d73c66591fde,25/02/2015,Non,Oui,42,2,A,Femme,A,Tres satisfait,4732,Lyon,45.7642761 4.8275658
b6cbd1b1-fab4-4aee-b678-213b2ee1f8a0,21/02/2015,Non,Non,28,2,Aucun,Homme,A,,,Lille,50.6338388 3.0616978
76dbe5a0-f765-4272-ac1f-a0964e56fa3c,07/02/2015,Non,Non,32,1,Aucun,Femme,Aucun,,,Bordeaux,44.8538741 -0.5677843
49c92c2e-1593-4967-8941-76f11e43589d,15/02/2015,Non,Non,37,2,Aucun,Homme,Aucun,,1638,Paris,48.8711538 2.3030992
67b4051a-6462-41c0-80e1-95b1d5ed9816,05/01/2015,Non,Non,62,2,B,Homme,B,Peu satisfait,4074,Lille,50.6338388 3.0616978
8405c1a5-3041-4102-a1e5-3788b51bdffd,01/01/2015,Non,Non,64,2,Aucun,Homme,A,,5984,Montpellier,43.6103604 3.8764686
f6a7f36c-34bc-412a-b21b-a95fe820048c,24/02/2015,Oui,Non,51,2,Aucun,Femme,Aucun,,1324,Lille,50.6338388 3.0616978
5b5ed15e-34ab-4f9b-92fb-fb60f6f8f079,29/01/2015,Non,Non,38,1,B,Femme,Aucun,Insatisfait,2914,Caen,49.1872438 -0.3670671
317d93d9-d317-45f9-b217-7e297553938b,10/01/2015,Non,Non,50,2,Aucun,Homme,B,,3272,Paris,48.8711538 2.3030992
891215e5-482a-4ce7-bac8-bfbda76c7083,22/01/2015,Non,Non,55,1,B,Femme,Aucun,Satisfait,3193,Lille,50.6338388 3.0616978
d77d5dcc-a454-48fa-81ae-fb547e2d3349,26/02/2015,Non,Non,43,3,Aucun,Homme,Aucun,,,Lille,50.6338388 3.0616978
f32c5c98-10ce-4d95-832e-844f4b85f78d,11/02/2015,Non,Non,61,0,Aucun,Homme,B,,1619,Montpellier,43.6103604 3.8764686
a8113769-4f7c-4946-a7f1-e42346ea5694,11/01/2015,Non,Non,52,2,Aucun,Homme,Aucun,,,Lille,50.6338388 3.0616978
93cae842-3768-47c3-982e-2bf8a8ebd70f,26/01/2015,Non,Non,44,1,B,Homme,Aucun,Satisfait,3164,Montpellier,43.6103604 3.8764686
4f1f5ecd-3e96-4d3e-8d64-bb4d7c03e18e,05/01/2015,Non,Non,58,1,B,Homme,Aucun,Peu satisfait,2791,Lille,50.6338388 3.0616978
425d6b5b-879b-45f0-bc06-79a9617621d9,16/02/2015,Non,Non,34,1,B,Homme,Aucun,Tres satisfait,2121,Paris,48.8711538 2.3030992
25936ced-2fd6-4b35-8e40-06dc847668e3,18/02/2015,Non,Non,45,0,Aucun,Homme,A,,4791,Lyon,45.7642761 4.8275658
4e0b33c9-bfcc-455c-86ad-e210d2b77067,27/02/2015,Non,Non,48,0,B,Femme,Aucun,Tres satisfait,5369,Marseilles,43.2928084 5.373598
17605c0e-9d3a-4a97-aa55-02f49c35ed1b,21/01/2015,Non,Non,38,2,B,Homme,A,Satisfait,1717,Brest,48.3921232 -4.482863
657944e1-6a45-4d20-8220-b0e1a453564c,20/02/2015,Non,Non,56,2,Aucun,Femme,A,,1861,Brest,48.3921232 -4.482863
431e54ed-02c4-4568-9973-0a8e521e9fd0,19/02/2015,Non,Non,37,1,B,Femme,Aucun,Tres satisfait,2792,Lyon,45.7642761 4.8275658
1adf2222-48bf-4e45-931c-4171ad4ab08b,24/01/2015,Non,Oui,35,1,B,Homme,Aucun,Insatisfait,1823,Paris,48.8711538 2.3030992
53fb5716-a371-44c7-a898-af9946c43d79,06/01/2015,Non,Non,71,0,Aucun,Homme,A,,,Bordeaux,44.8538741 -0.5677843
56e99574-8a78-4ee8-b571-e02ba8f30d1d,06/01/2015,Non,Non,55,3,Aucun,Homme,Aucun,,4305,Brest,48.3921232 -4.482863
091e9698-2380-42ad-b9b8-7ea337b9baac,01/02/2015,Non,Non,64,2,B,Femme,B,Peu satisfait,5988,Nantes,47.2237972 -1.6324407
9ce445fa-4978-4288-abdb-a8a6a9944a40,24/02/2015,Non,Non,64,2,A,Femme,B,Tres satisfait,4861,Nice,43.6999233 7.2820611
0df2980c-f715-4621-8910-560ab30d4024,06/01/2015,Non,Oui,43,3,B,Femme,B,Satisfait,4651,Lyon,45.7642761 4.8275658
d4c39f4e-0719-4bcc-8197-1a38885098e3,06/02/2015,Non,Oui,44,0,B,Femme,Aucun,Satisfait,2580,Lille,50.6338388 3.0616978
4b94a3fe-a38a-428f-b42a-77aea4292330,04/02/2015,Non,Non,48,1,Aucun,Femme,Aucun,,,Marseilles,43.2928084 5.373598
2d2698c3-e858-46ee-b197-01c51a8bfc85,13/01/2015,Non,Non,48,0,B,Femme,Aucun,Peu satisfait,2120,Brest,48.3921232 -4.482863
da9e142e-35e9-4325-bd61-70a4d5b9805e,19/02/2015,Non,Non,50,1,Aucun,Homme,Aucun,,3023,Lille,50.6338388 3.0616978
4c6debcd-792a-477f-87dc-056a70115e74,03/01/2015,Non,Non,53,0,A,Femme,Aucun,Tres satisfait,5130,Nice,43.6999233 7.2820611
758961cd-454f-46c8-8ea2-e447017280dd,08/01/2015,Non,Non,49,0,Aucun,Homme,B,,,Caen,49.1872438 -0.3670671
98c7620c-396b-46ce-8057-c8872607b63f,10/01/2015,Non,Oui,50,1,A,Homme,B,Tres satisfait,4933,Lille,50.6338388 3.0616978
6ced05c2-e034-407c-99ed-1099013a8d8e,10/02/2015,Non,Oui,44,0,Aucun,Femme,Aucun,,5485,Lyon,45.7642761 4.8275658
8e5d804b-ef30-49b2-b484-63c3af1c4537,08/01/2015,Non,Non,56,0,Aucun,Femme,Aucun,,924,Nice,43.6999233 7.2820611
83f0e3a8-7db7-4bec-b285-b503c956d470,19/02/2015,Non,Non,48,2,Aucun,Homme,Aucun,,752,Nice,43.6999233 7.2820611
67dcd571-a259-43a4-93a8-b2b68f3b16f1,17/01/2015,Non,Non,53,0,B,Femme,B,Tres satisfait,3689,Nantes,47.2237972 -1.6324407
f1e54b64-2413-48c2-a0cd-a4942e2a0060,24/01/2015,Non,Non,33,1,A,Femme,B,Satisfait,5669,Montpellier,43.6103604 3.8764686
2358598c-ce7c-4dad-a063-a6290c6bf859,26/02/2015,Non,Non,32,1,Aucun,Homme,Aucun,,3943,Paris,48.8711538 2.3030992
0d890867-efb0-41ca-a3b8-0d60177cc12d,08/02/2015,Non,Non,28,2,B,Femme,Aucun,Satisfait,2726,Bordeaux,44.8538741 -0.5677843
3dc2bd98-c436-42d4-be6b-4dee59b76031,16/01/2015,Non,Oui,39,1,B,Homme,Aucun,Tres satisfait,3238,Bordeaux,44.8538741 -0.5677843
87ec02ba-004f-4431-a9fc-470809b3b2ba,02/02/2015,Non,Non,43,1,Aucun,Homme,Aucun,,1074,Caen,49.1872438 -0.3670671
6a6652df-9724-49d1-8e39-c49f73724c11,26/02/2015,Non,Non,22,0,Aucun,Homme,Aucun,,958,Paris,48.8711538 2.3030992
ea17746b-5254-41eb-9f39-573fef192c7d,22/01/2015,Non,Non,42,0,Aucun,Homme,Aucun,,,Montpellier,43.6103604 3.8764686
042a63af-a620-46ab-a0e5-51ff9750d821,23/01/2015,Non,Non,20,0,Aucun,Homme,Aucun,,1632,Marseilles,43.2928084 5.373598
538a7a3f-fc2a-4a8e-a63d-72517c7ace32,03/01/2015,Non,Non,31,2,Aucun,Homme,B,,,Paris,48.8711538 2.3030992
3bc89ef3-b6b5-472c-8fdf-712bbe420832,17/01/2015,Non,Non,65,1,B,Femme,Aucun,Tres satisfait,3553,Nice,43.6999233 7.2820611
e3a69e87-b1be-4117-be6f-6883657edff6,20/02/2015,Non,Non,54,2,Aucun,Homme,Aucun,,,Caen,49.1872438 -0.3670671
14838274-fa3f-4d65-9b69-5ac7625d593c,01/02/2015,Oui,Non,43,1,Aucun,Femme,Aucun,,1093,Brest,48.3921232 -4.482863
0cd9f069-2512-41ca-99f3-57da0d64cdbf,08/01/2015,Non,Non,54,2,B,Homme,Aucun,Peu satisfait,3031,Nantes,47.2237972 -1.6324407
ee7875c0-a7d7-4161-b278-d99aa34d32a4,29/01/2015,Non,Non,25,0,Aucun,Femme,Aucun,,839,Marseilles,43.2928084 5.373598
e29f908e-dbb0-4789-b228-080153b228e8,22/02/2015,Non,Oui,53,2,B,Homme,Aucun,Tres satisfait,2700,Nice,43.6999233 7.2820611
0cfdfeff-0afc-4e68-8b29-6f7ad8f4e08d,26/01/2015,Non,Non,62,0,B,Homme,Aucun,Peu satisfait,5946,Toulouse,43.6031363 1.4428025
fe923b34-a26f-4aa0-9d1c-1f4ea0752bc2,06/02/2015,Non,Non,73,0,B,Femme,Aucun,Satisfait,3683,Nice,43.6999233 7.2820611
0dee5f2c-59b0-4b9e-89bb-c337e300eff4,22/02/2015,Non,Non,29,2,Aucun,Homme,A,,4828,Nice,43.6999233 7.2820611
0ae1d281-38c5-4e47-ab5c-db166a5bd3fa,04/01/2015,Oui,Non,34,0,Aucun,Homme,Aucun,,1039,Marseilles,43.2928084 5.373598
bda06b1d-545e-4dfc-82df-788484997706,24/02/2015,Non,Non,49,1,Aucun,Homme,Aucun,,3105,Bordeaux,44.8538741 -0.5677843
756077bc-ca92-4476-9276-d2c1976f44ed,09/01/2015,Non,Non,42,3,Aucun,Homme,B,,1889,Strasbourg,48.5817339 7.7491749
e121b082-5f58-491a-bfdf-4aeec3d1773d,26/01/2015,Oui,Non,55,2,Aucun,Femme,Aucun,,847,Bordeaux,44.8538741 -0.5677843
07ca6951-fb3a-4308-97c4-5f929a654a41,18/02/2015,Non,Non,52,2,Aucun,Femme,A,,2580,Paris,48.8711538 2.3030992
c08b2dca-77e6-41d5-82c5-bdbf17256ed6,25/01/2015,Non,Non,42,2,A,Femme,B,Peu satisfait,2618,Nice,43.6999233 7.2820611
7e59bf18-1164-4750-bf5a-4cdea87f868c,11/02/2015,Non,Non,37,2,Aucun,Femme,A,,2106,Caen,49.1872438 -0.3670671
1ec8b327-3748-4202-9d41-d2176b395e68,17/02/2015,Non,Non,36,1,Aucun,Homme,Aucun,,,Caen,49.1872438 -0.3670671
597e2964-0f29-4322-abbd-70115f47eb15,05/02/2015,Non,Oui,70,0,B,Homme,Aucun,Insatisfait,2995,Marseilles,43.2928084 5.373598
c2d2c6da-8b7a-44ec-91aa-fa03253e31be,31/01/2015,Oui,Non,60,1,B,Homme,B,Peu satisfait,3620,Montpellier,43.6103604 3.8764686
bdf3b9a8-db72-4587-960b-079c2ebfdcf4,08/02/2015,Non,Non,45,2,Aucun,Homme,Aucun,,,Bordeaux,44.8538741 -0.5677843
183d4c4b-88a0-4521-a75b-086935b337b7,05/01/2015,Non,Oui,31,0,Aucun,Homme,Aucun,,701,Toulouse,43.6031363 1.4428025
bebbf8f1-5a6b-4d28-86a8-a225c21c3273,24/02/2015,Non,Non,19,0,B,Homme,Aucun,Satisfait,2353,Strasbourg,48.5817339 7.7491749
2d34e13b-77a9-4ad3-ba9f-19abde8c248a,09/02/2015,Non,Oui,26,3,A,Femme,B,Tres satisfait,5669,Marseilles,43.2928084 5.373598
642cd60d-4548-4a78-9331-f51502405f75,12/01/2015,Non,Non,47,2,B,Homme,Aucun,Satisfait,2006,Montpellier,43.6103604 3.8764686
7a69a2cb-2066-4791-9cd8-7ff4b66e5567,13/02/2015,Non,Non,25,0,A,Femme,A,Tres satisfait,5808,Marseilles,43.2928084 5.373598
693e189d-144f-4048-888c-69905e9e78da,29/01/2015,Non,Non,54,1,A,Femme,B,Satisfait,5281,Nice,43.6999233 7.2820611
15f30dc7-2937-4b0d-83d4-d4e40b85e032,06/01/2015,Non,Non,40,1,Aucun,Femme,A,,,Brest,48.3921232 -4.482863
ea891827-c31a-4d16-af76-f59a4bfec25e,02/01/2015,Non,Non,25,0,B,Homme,Aucun,Tres satisfait,1517,Lille,50.6338388 3.0616978
c05f6df3-e428-45f5-a00f-f8c3912e7fcc,26/02/2015,Non,Non,44,2,B,Femme,Aucun,Tres satisfait,1900,Bordeaux,44.8538741 -0.5677843
afd5a08f-894e-44c1-8620-6b019781bcac,11/02/2015,Non,Non,39,1,Aucun,Homme,Aucun,,785,Paris,48.8711538 2.3030992
b76bb59a-a2c9-40b4-a2ea-4fa911372f2c,07/01/2015,Non,Oui,65,1,Aucun,Homme,Aucun,,,Paris,48.8711538 2.3030992
1957370e-3536-4e15-9b5d-234711c152ba,20/02/2015,Non,Oui,54,2,Aucun,Homme,Aucun,,,Marseilles,43.2928084 5.373598
ceee59a4-64f8-4bef-a1eb-d6d4a4a19370,22/02/2015,Non,Non,62,0,Aucun,Femme,Aucun,,1130,Montpellier,43.6103604 3.8764686
ade3daef-5398-4203-9959-70cf8401e3fd,22/02/2015,Non,Non,64,0,B,Femme,B,Tres satisfait,4972,Paris,48.8711538 2.3030992
800550e8-6b94-49de-a159-c1137049c8c0,21/01/2015,Non,Non,56,1,A,Femme,A,Tres satisfait,3902,Lille,50.6338388 3.0616978
c6b0c63e-61a2-4554-ba4f-fb31d2ce69b0,04/02/2015,Non,Non,63,2,Aucun,Homme,Aucun,,1009,Bordeaux,44.8538741 -0.5677843
0342e579-b8ce-4fdb-b1b4-5e15e8c226b2,25/01/2015,Non,Non,73,1,Aucun,Homme,Aucun,,2047,Brest,48.3921232 -4.482863
120d2b50-1863-4437-92ea-4bc7d04533e9,23/01/2015,Non,Non,30,0,Aucun,Femme,Aucun,,,Lille,50.6338388 3.0616978
1a2acd79-c736-4e72-9f70-8e21f03de7a0,04/01/2015,Non,Non,51,1,B,Femme,B,Tres satisfait,2135,Lille,50.6338388 3.0616978
74bf19dd-80ab-4cd8-a21d-e5253fccfa34,10/02/2015,Non,Non,55,2,Aucun,Femme,A,,849,Lille,50.6338388 3.0616978
2bb6427b-011c-4a30-9529-f107da27deeb,24/02/2015,Non,Oui,42,2,B,Homme,Aucun,Peu satisfait,3724,Paris,48.8711538 2.3030992
9ea555da-b65c-4f23-b970-0bbeb851613f,30/01/2015,Non,Non,41,1,B,Femme,Aucun,Peu satisfait,1898,Nice,43.6999233 7.2820611
f495a8b2-377e-4463-9d34-fbcb6e39f523,14/01/2015,Non,Non,47,1,B,Homme,Aucun,Satisfait,2547,Strasbourg,48.5817339 7.7491749
69b32aed-f9c7-409e-9fdf-72b1e960e96d,12/02/2015,Non,Non,20,0,Aucun,Femme,Aucun,,1170,Brest,48.3921232 -4.482863
3699715f-18c0-4661-9be9-0f85c1e2052f,13/02/2015,Non,Oui,41,1,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
baca475d-77fd-4ea1-8ee2-332f60aa0537,01/02/2015,Non,Non,61,2,B,Homme,B,Satisfait,1959,Lyon,45.7642761 4.8275658
86f85148-495e-4676-a343-0e9f1504fd20,06/02/2015,Non,Oui,63,2,Aucun,Homme,Aucun,,2920,Lyon,45.7642761 4.8275658
7c2c3970-b300-4264-af16-4e815cfec252,26/02/2015,Non,Oui,29,2,Aucun,Femme,Aucun,,1296,Lille,50.6338388 3.0616978
788880ba-57e1-4334-9357-6fc0d718e01e,01/01/2015,Non,Non,49,4,Aucun,Femme,A,,1255,Nice,43.6999233 7.2820611
981512d9-ecd1-48f1-a059-102c5866553e,05/02/2015,Non,Non,74,0,Aucun,Femme,Aucun,,4996,Brest,48.3921232 -4.482863
d49a04ba-909a-4763-8c57-cd62a8cfa4f5,22/02/2015,Oui,Non,42,2,Aucun,Homme,Aucun,,776,Brest,48.3921232 -4.482863
92d2b4e8-a1be-446f-9fe3-8a82259c840a,25/02/2015,Non,Non,41,3,B,Homme,Aucun,Tres satisfait,3498,Bordeaux,44.8538741 -0.5677843
85696a2b-e24c-4b00-a927-19ca0c88da00,12/01/2015,Non,Non,18,0,B,Homme,Aucun,Peu satisfait,2178,Toulouse,43.6031363 1.4428025
579f79ca-26ff-4828-995b-0827769847bc,11/02/2015,Non,Non,39,0,Aucun,Femme,Aucun,,1846,Nantes,47.2237972 -1.6324407
cdfc4aee-81a6-403d-b87a-1129f8ae460f,07/01/2015,Non,Non,46,1,Aucun,Homme,Aucun,,,Bordeaux,44.8538741 -0.5677843
cf7ea1ed-d0ba-40fd-99eb-c02815b5e5f4,07/01/2015,Non,Non,38,3,B,Femme,Aucun,Insatisfait,2368,Lille,50.6338388 3.0616978
5a044d1d-3715-4328-8e3f-9df034ba80a6,19/02/2015,Non,Non,25,0,Aucun,Homme,A,,1794,Toulouse,43.6031363 1.4428025
a2c05079-4c5c-498d-94ad-6d782f88bb7c,10/02/2015,Non,Non,27,2,B,Femme,A,Tres satisfait,5619,Bordeaux,44.8538741 -0.5677843
2307c855-aeee-43fa-9955-66341f1c2692,14/02/2015,Non,Non,38,0,Aucun,Femme,Aucun,,,Lille,50.6338388 3.0616978
915c1fbe-fd2b-4e8e-bcf5-1172407c68d0,14/01/2015,Non,Oui,56,1,Aucun,Femme,Aucun,,2120,Toulouse,43.6031363 1.4428025
a1a421a2-8a60-4eaa-9237-32eeb881d6b9,27/02/2015,Non,Non,34,2,B,Femme,Aucun,Tres satisfait,1534,Brest,48.3921232 -4.482863
412068f7-ebb0-4ebf-837d-86baa20e87f0,27/02/2015,Non,Non,22,0,B,Femme,Aucun,Peu satisfait,2683,Brest,48.3921232 -4.482863
7e981c26-4725-4b2f-9d3d-10cde087f26c,19/01/2015,Non,Non,58,1,A,Femme,B,Peu satisfait,4968,Bordeaux,44.8538741 -0.5677843
b4ddd4dc-9fc2-458e-b7d5-a6d59e7cd6df,30/01/2015,Non,Non,28,0,A,Femme,B,Insatisfait,5377,Montpellier,43.6103604 3.8764686
69349f67-ce38-4481-bc75-717d08d89a2a,10/01/2015,Non,Non,50,0,B,Homme,B,Tres satisfait,3940,Lille,50.6338388 3.0616978
3c325670-3774-44df-8453-ad5edba9bc37,20/01/2015,Oui,Non,28,2,Aucun,Homme,A,,1057,Nice,43.6999233 7.2820611
0c8f2e44-70c8-42f3-a12f-e227d8e909d1,18/02/2015,Non,Oui,22,0,Aucun,Femme,Aucun,,,Nice,43.6999233 7.2820611
26a5490a-c470-43f9-9fe1-78553c5c3e1a,29/01/2015,Non,Non,63,1,B,Homme,Aucun,Tres satisfait,4871,Nice,43.6999233 7.2820611
ed9e7064-9b1e-4fef-9f56-dfb3caaa4ee4,28/01/2015,Non,Non,24,0,B,Femme,Aucun,Tres satisfait,4597,Nantes,47.2237972 -1.6324407
222ba853-ccf2-444d-a299-9fbe23c07f5a,21/02/2015,Non,Non,32,2,B,Femme,B,Peu satisfait,3692,Brest,48.3921232 -4.482863
392739bb-2ef2-4ca8-8819-bbd0128e233f,15/02/2015,Non,Non,64,1,B,Homme,Aucun,Tres satisfait,2103,Strasbourg,48.5817339 7.7491749
7af067f9-2d17-4ecb-9253-b7c63d2bd5d5,05/02/2015,Non,Non,53,2,A,Femme,B,Satisfait,5941,Montpellier,43.6103604 3.8764686
19f85b37-e360-47de-a33b-e4aba9f5dc0f,16/02/2015,Non,Oui,26,1,B,Homme,Aucun,Insatisfait,2401,Caen,49.1872438 -0.3670671
958f1960-a7d4-4f60-bcb2-329e21a2e3e3,02/02/2015,Non,Non,65,3,Aucun,Homme,Aucun,,3435,Nice,43.6999233 7.2820611
24d2e6d4-88bd-4969-9c15-d6084c274294,25/01/2015,Non,Non,42,0,Aucun,Homme,A,,645,Brest,48.3921232 -4.482863
dcd228be-a08f-406c-b6e6-76d3d14cf817,17/02/2015,Non,Non,18,0,Aucun,Homme,Aucun,,3876,Nantes,47.2237972 -1.6324407
2193a22a-0fa2-4a63-abcf-560112b896c0,09/02/2015,Non,Non,32,1,Aucun,Femme,Aucun,,935,Paris,48.8711538 2.3030992
761a57ba-84b1-4424-bf55-ad276b9e36fd,27/01/2015,Oui,Non,50,2,Aucun,Femme,Aucun,,753,Lille,50.6338388 3.0616978
4b2a547b-db93-419c-91ee-31f612f4cd66,14/01/2015,Oui,Non,38,1,B,Homme,B,Tres satisfait,3684,Nice,43.6999233 7.2820611
334f2646-4324-458d-9c50-5742c5637fa8,12/02/2015,Non,Non,49,1,Aucun,Homme,Aucun,,865,Bordeaux,44.8538741 -0.5677843
257f7d00-fa1a-4bb2-857d-86b10ebb9272,05/02/2015,Non,Oui,49,1,Aucun,Femme,A,,2760,Montpellier,43.6103604 3.8764686
83ccc020-f5a4-4ed5-b80d-74a4214af855,26/02/2015,Non,Non,43,4,Aucun,Homme,Aucun,,1797,Toulouse,43.6031363 1.4428025
ba0e7f0f-4428-46f2-b5bd-98f1773bd70b,26/02/2015,Non,Non,53,2,Aucun,Homme,A,,5737,Montpellier,43.6103604 3.8764686
ce65126f-a68a-4e70-ab80-fc783144f16b,05/01/2015,Non,Non,35,1,Aucun,Femme,B,,,Caen,49.1872438 -0.3670671
7a3b11cc-93ae-4fd2-a452-ef2290391193,25/01/2015,Non,Non,44,2,Aucun,Homme,A,,2428,Paris,48.8711538 2.3030992
39800e1f-681f-4cc3-b199-a24b08dca811,05/01/2015,Non,Non,37,1,B,Homme,Aucun,Satisfait,1869,Lyon,45.7642761 4.8275658
faf2a837-cbfb-4e2d-b22f-32b92ce5a042,10/01/2015,Non,Non,55,2,Aucun,Homme,A,,,Marseilles,43.2928084 5.373598
e9b48285-ea05-445b-b55d-d8ccd1e8b334,24/01/2015,Non,Oui,41,2,A,Femme,Aucun,Tres satisfait,4234,Lyon,45.7642761 4.8275658
53e749bb-ee16-4b5b-a1f3-9b4fcd884a97,27/01/2015,Non,Non,63,1,Aucun,Femme,Aucun,,1164,Paris,48.8711538 2.3030992
60f42ce9-8651-4d8b-902f-e460865e2e10,25/01/2015,Non,Non,39,3,B,Femme,A,Satisfait,4296,Lille,50.6338388 3.0616978
3a532384-ea25-4270-b09f-49a8dcb2f909,09/02/2015,Oui,Non,60,2,Aucun,Homme,Aucun,,613,Lyon,45.7642761 4.8275658
11c0a350-6a05-4884-95d4-20cce742fc6f,07/02/2015,Non,Oui,51,0,B,Femme,Aucun,Insatisfait,1691,Paris,48.8711538 2.3030992
58c6c7bd-2f5c-4976-81dd-09bc1a8b436d,09/02/2015,Non,Non,49,2,B,Femme,B,Peu satisfait,1924,Lille,50.6338388 3.0616978
85f6f3b0-69ce-47ee-9a71-9c0faeb908bb,04/01/2015,Non,Non,31,1,Aucun,Homme,Aucun,,,Paris,48.8711538 2.3030992
a44416e3-d9a7-43d0-be07-364d58c9d5d9,09/01/2015,Non,Oui,34,2,B,Femme,Aucun,Satisfait,2463,Caen,49.1872438 -0.3670671
c0d53c47-56e0-4f08-a759-e5212592f408,31/01/2015,Non,Oui,20,0,B,Femme,B,Satisfait,4364,Marseilles,43.2928084 5.373598
f2ff7727-499d-4e8b-8714-e0abc9d022ca,22/02/2015,Non,Non,36,3,B,Femme,Aucun,Tres satisfait,2403,Lille,50.6338388 3.0616978
2191901c-c225-446e-a720-84238e81e86c,05/02/2015,Non,Oui,58,0,Aucun,Homme,Aucun,,,Toulouse,43.6031363 1.4428025
223b757b-b650-4140-992a-7dfe5540adc0,08/01/2015,Non,Non,44,2,Aucun,Femme,Aucun,,3129,Brest,48.3921232 -4.482863
a9386026-5db1-4227-84f4-3fb0e89b1a7f,17/01/2015,Non,Oui,59,2,Aucun,Homme,Aucun,,,Bordeaux,44.8538741 -0.5677843
