motif_contact,mode_contact,domaine,date_creation_affaire,delai_traitement,tranche_age,genre,annee_adhesion,situation_familiale,region_anterieure,region_nouvelle,gamme,libelle_gamme,offre,libelle_offre,formule,libelle_formule,t_centre3,fonctionevo,cible,vague,Recommandation,Premier contact MGEN ?,Votre interlocuteur vous a-t-il semblé tout mettre en œuvre pour répondre à votre demande?,réponse claire,réponse appropriée,réponse complète,Satisfaction globale
Réclamations particuliers,Appel entrant,06- Santé/Frais de Transports,3/4/2016,10,35-44 ans,Féminin,2003,Marié(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201612,,,,Oui plutôt,Oui plutôt,Oui plutôt,Très satisfait
Demande d'informations et d'explications,Appel Entrant,02- Gestion du dossier RC/Droits,3/16/2016,0,35-44 ans,Masculin,2000,Divorcé(e),AUVERGNE,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Téléphone,201612,2,Non,Oui plutôt,Non plutôt pas,Non plutôt pas,Non pas du tout,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,04- Cotisations/Calcul de la cotisation,1/18/2016,60,55-64 ans,Féminin,1991,Marié(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,15,MGEN Référence,Centres de Gestion,Gestionnaire prestations services centre de gestion,Téléphone,201612,2,Non,Oui plutôt,Oui plutôt,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Demande d'informations et d'explications,Accueil physique,06- Santé/Cures thermales,3/16/2016,0,65 ans et +,Masculin,1978,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Accueil physique,201612,8,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Dossier de mutation,Courrier entrant,01- Gestion du dossier RO/Mise à jour,3/15/2016,0,45-54 ans,Féminin,1984,Divorcé(e),HAUTE-NORMANDIE,NORMANDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Gestionnaire prestations services centre de gestion,Courrier,201612,8,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Implants,3/14/2016,1,65 ans et +,Féminin,1970,Marié(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Mail,201612,8,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Réception de documents,Courrier entrant,04- Cotisations/Echéancier,3/14/2016,0,45-54 ans,Féminin,2006,Divorcé(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Gestionnaire prestations services centre de gestion,Courrier,201612,4,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Réclamations particuliers,Accueil physique,06- Santé/Accidents,3/16/2016,0,55-64 ans,Féminin,1979,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Réclamation,201612,,,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Réclamations particuliers,Courrier Reçu,06- Santé/Actes médicaux courants,3/18/2016,0,65 ans et +,Féminin,1969,Divorcé(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Sections départementales,Responsable d'équipe réseau,Réclamation,201612,,,,,,,Pas du tout satisfait
Demande d'informations et d'explications,Accueil physique,04- Cotisations/Précompte,3/11/2016,7,55-64 ans,Féminin,1980,Séparé(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Accueil physique,201612,7,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Non plutôt pas,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/14/2016,3,45-54 ans,Féminin,1999,Concubin(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201612,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Accueil physique,01- Gestion du dossier RO/Gestion des droits RO - Evénementiel,3/18/2016,0,55-64 ans,Masculin,1974,Marié(e),LORRAINE,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201612,10,Oui,Oui tout à fait,Oui plutôt,Oui plutôt,Oui plutôt,Très satisfait
Demande de documents,Appel Entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/17/2016,0,45-54 ans,Féminin,2015,Divorcé(e),CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller mutualiste,Téléphone,201612,7,Oui,Oui tout à fait,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,01- Gestion du dossier RO/Sesam Vitale,3/16/2016,1,55-64 ans,Masculin,1979,Divorcé(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201612,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,04- Cotisations/Echéancier,3/15/2016,1,25-34 ans,Féminin,2006,Marié(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201612,5,Non,,Oui plutôt,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Modification MANDAT/IBAN - Offres additionnelles,Courrier entrant,03- Gestion des coordonnées personnes/Domiciliation bancaire,3/10/2016,4,25-34 ans,Masculin,2009,Célibataire,BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Courrier,201612,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Appel Entrant,11- Aides au logement/Assurance emprunteurs (ITT/AERAS),3/16/2016,0,55-64 ans,Masculin,1990,Concubin(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres d'Appels,Technicien prestations services centre d'appels,Téléphone,201612,10,Oui,Oui plutôt,Oui tout à fait,Oui tout à fait,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Accueil physique,07- Hospitalisation  et soins coûteux/Hospitalisation,3/18/2016,0,65 ans et +,Masculin,1961,Marié(e),FRANCHE-COMTE,BOURGOGNE-FRANCHE-COMTE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Accueil physique,201612,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Appel Entrant,08- Dentaire Optique Audioprothèses/Dentaire - Orthodontie,3/18/2016,0,55-64 ans,Féminin,1979,Concubin(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Téléphone,201612,7,Non,Oui plutôt,Oui plutôt,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Soins courants,3/16/2016,1,45-54 ans,Féminin,1994,Divorcé(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201612,7,Non,,Non plutôt pas,Oui plutôt,Non pas du tout,Moyennement satisfait
Demande d'informations et d'explications,Appel Entrant,08- Dentaire Optique Audioprothèses/Dentaire - Soins courants,3/15/2016,0,55-64 ans,Féminin,1971,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Téléphone,201612,9,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,2/9/2016,34,65 ans et +,Masculin,1993,Marié(e),ALSACE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,14,MGEN Référence,,,Mail,201612,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Accueil physique,06- Santé/Accidents,3/11/2016,7,65 ans et +,Féminin,1969,Marié(e),BASSE-NORMANDIE,NORMANDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Accueil physique,201612,9,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,3/17/2016,0,45-54 ans,Féminin,1997,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller mutualiste,Réclamation,201612,,,,,,,Peu satisfait
Démission  volontaire,Courrier entrant,02- Gestion du dossier RC/Résiliation,3/16/2016,0,25-34 ans,Masculin,2011,Concubin(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Courrier,201612,3,Non,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Peu satisfait
Demande d'informations et d'explications,Email entrant,04- Cotisations/Calcul de la cotisation,3/16/2016,1,25-34 ans,Féminin,2008,Célibataire,RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201612,5,Oui,,Oui plutôt,Oui tout à fait,Oui tout à fait,Moyennement satisfait
Demande d'informations et d'explications,Appel Entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/18/2016,0,65 ans et +,Féminin,1969,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Téléphone,201612,8,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Appel Entrant,06- Santé/Ostéopathie,3/17/2016,0,45-54 ans,Féminin,2002,Marié(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Téléphone,201612,1,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Réception de documents,Courrier entrant,02- Gestion du dossier RC/Résiliation,3/14/2016,0,18-24 ans,Féminin,1989,Célibataire,AUVERGNE,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,33,Offre jeunes,,,Courrier,201612,9,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Courrier entrant,14- Autonomie/Handicap,3/18/2016,0,35-44 ans,Féminin,1989,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,11,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Courrier,201612,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Appel entrant,06- Santé/Actes médicaux courants,2/29/2016,14,55-64 ans,Féminin,1971,Divorcé(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201612,,,,Oui plutôt,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Réception de documents,Courrier entrant,11- Aides au logement/Assurance emprunteurs (décès),3/17/2016,0,45-54 ans,Masculin,1984,Séparé(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Courrier,201612,1,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/15/2016,1,45-54 ans,Masculin,1995,Marié(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201612,1,Non,,Oui plutôt,Non pas du tout,Non plutôt pas,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,06- Santé/Pharmacie,3/17/2016,0,65 ans et +,Masculin,1969,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres d'Appels,Téléconseiller,Téléphone,201612,8,Oui,Oui tout à fait,Oui plutôt,Oui tout à fait,Oui tout à fait,Très satisfait
Modification MANDAT/IBAN - Offres additionnelles,Courrier entrant,03- Gestion des coordonnées personnes/Domiciliation bancaire,3/16/2016,0,45-54 ans,Masculin,1984,Marié(e),BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Courrier,201612,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande de documents,Accueil physique,01- Gestion du dossier RO/Sesam Vitale,3/14/2016,0,55-64 ans,Féminin,1975,Marié(e),BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201612,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Courrier Reçu,04- Cotisations/Calcul de la cotisation,3/3/2016,13,55-64 ans,Féminin,1992,Marié(e),BASSE-NORMANDIE,NORMANDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres de Gestion,Gestionnaire prestations services centre de gestion,Réclamation,201612,,,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,01- Gestion du dossier RO/Créances PF et franchises,3/14/2016,0,55-64 ans,Féminin,2002,Marié(e),AUVERGNE,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Téléphone,201612,6,Oui,Oui plutôt,Non plutôt pas,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Demande d'informations et d'explications,Appel Entrant,08- Dentaire Optique Audioprothèses/Dentaire - Soins courants,3/15/2016,0,55-64 ans,Masculin,2016,Célibataire,RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,19,MGEN Intégrale,Centres d'Appels,Téléconseiller,Téléphone,201612,8,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,01- Gestion du dossier RO/Créances PF et franchises,3/17/2016,1,65 ans et +,Féminin,1969,Marié(e),BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Mail,201612,8,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Accueil physique,04- Cotisations/Calcul de la cotisation,3/17/2016,0,65 ans et +,Masculin,1968,Veuf/veuve,AUVERGNE,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201612,8,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Accueil physique,13- Prévoyance/Orphelinat,3/14/2016,0,18-24 ans,Féminin,1989,Célibataire,PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,11,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201612,9,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Appel Entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/18/2016,0,65 ans et +,Féminin,1969,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres d'Appels,Téléconseiller Spécialiste,Téléphone,201612,6,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui tout à fait,Plutôt satisfait
Réclamations particuliers,Appel entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",3/8/2016,8,45-54 ans,Masculin,1988,Marié(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201612,,,,Oui plutôt,Oui plutôt,Oui tout à fait,Plutôt satisfait
Réception de documents,Accueil physique,15- Offres complémentaires/Offre Jeunes,3/15/2016,0,18-24 ans,Masculin,1993,Célibataire,AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,33,Offre jeunes,Sections départementales,Assistant prestations service réseau,Accueil physique,201612,8,Oui,Oui tout à fait,Oui plutôt,Non plutôt pas,Non plutôt pas,Peu satisfait
Réception de documents,Courrier entrant,10- Allocations et indemnités/Allocations journalières RC MGEN,3/15/2016,0,45-54 ans,Féminin,1987,Marié(e),CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Spécialiste prestations services réseau,Courrier,201612,9,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Réception de documents,Courrier entrant,10- Allocations et indemnités/Allocations journalières RC MGEN,3/18/2016,0,45-54 ans,Féminin,1984,Célibataire,CENTRE,CENTRE-VAL DE LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Courrier,201612,7,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande de documents,Courrier entrant,"03- Gestion des coordonnées personnes/Modification identité (mariage, divorce)",3/18/2016,0,35-44 ans,Féminin,1995,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Gestionnaire prestations services centre de gestion,Courrier,201612,1,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Appel Entrant,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,3/17/2016,0,65 ans et +,Féminin,1968,Marié(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,14,MGEN Référence,,,Téléphone,201612,7,Non,Non pas du tout,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/17/2016,1,65 ans et +,Féminin,1966,Veuf/veuve,ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Mail,201612,7,Oui,,Oui plutôt,Oui plutôt,Non plutôt pas,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Arrêts de travail,3/14/2016,3,55-64 ans,Masculin,1984,Marié(e),BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201612,9,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
